Country,Year,earthquake_affected_annual_number
Solomon Islands,2008,0
South Africa,1970,0
South Africa,1971,0
South Africa,1972,0
South Africa,1973,0
South Africa,1974,0
South Africa,1975,0
South Africa,1976,0
South Africa,1977,0
South Africa,1978,0
South Africa,1979,0
South Africa,1980,0
South Africa,1981,0
South Africa,1982,17
South Africa,1983,0
South Africa,1984,0
South Africa,1985,0
South Africa,1986,0
South Africa,1987,319
South Africa,1988,36
South Africa,1989,0
South Africa,1990,16
South Africa,1991,0
South Africa,1992,0
South Africa,1993,0
South Africa,1994,0
South Africa,1995,0
South Africa,1996,0
South Africa,1997,61
South Africa,1998,0
South Africa,1999,0
South Africa,2000,0
South Africa,2001,0
South Africa,2002,0
South Africa,2003,0
South Africa,2004,0
South Africa,2005,60
South Africa,2006,0
South Africa,2007,0
South Africa,2008,0
Spain,1970,0
Spain,1971,0
Spain,1972,0
Spain,1973,0
Spain,1974,0
Spain,1975,0
Spain,1976,0
Spain,1977,0
Spain,1978,0
Spain,1979,0
Spain,1980,0
Spain,1981,0
Spain,1982,0
Spain,1983,0
Spain,1984,0
Spain,1985,0
Spain,1986,0
Spain,1987,0
Spain,1988,0
Spain,1989,0
Spain,1990,0
Spain,1991,0
Spain,1992,0
Spain,1993,0
Spain,1994,0
Spain,1995,0
Spain,1996,0
Spain,1997,0
Spain,1998,0
Spain,1999,20
Spain,2000,0
Spain,2001,0
Spain,2002,0
Spain,2003,0
Spain,2004,0
Spain,2005,0
Spain,2006,0
Spain,2007,0
Spain,2008,0
St. Lucia,1970,0
St. Lucia,1971,0
St. Lucia,1972,0
St. Lucia,1973,0
St. Lucia,1974,0
St. Lucia,1975,0
St. Lucia,1976,0
St. Lucia,1977,0
St. Lucia,1978,0
St. Lucia,1979,0
St. Lucia,1980,0
St. Lucia,1981,0
St. Lucia,1982,0
St. Lucia,1983,0
St. Lucia,1984,0
St. Lucia,1985,0
St. Lucia,1986,0
St. Lucia,1987,0
St. Lucia,1988,0
St. Lucia,1989,0
St. Lucia,1990,0
St. Lucia,1991,0
St. Lucia,1992,0
St. Lucia,1993,0
St. Lucia,1994,0
St. Lucia,1995,0
St. Lucia,1996,0
St. Lucia,1997,0
St. Lucia,1998,0
St. Lucia,1999,0
St. Lucia,2000,0
St. Lucia,2001,0
St. Lucia,2002,0
St. Lucia,2003,0
St. Lucia,2004,0
St. Lucia,2005,0
St. Lucia,2006,0
St. Lucia,2007,0
St. Lucia,2008,0
Sudan,1970,0
Sudan,1971,0
Sudan,1972,0
Sudan,1973,0
Sudan,1974,0
Sudan,1975,0
Sudan,1976,0
Sudan,1977,0
Sudan,1978,0
Sudan,1979,0
Sudan,1980,0
Sudan,1981,0
Sudan,1982,0
Sudan,1983,0
Sudan,1984,0
Sudan,1985,0
Sudan,1986,0
Sudan,1987,0
Sudan,1988,0
Sudan,1989,0
Sudan,1990,8000
Sudan,1991,0
Sudan,1992,0
Sudan,1993,18
Sudan,1994,0
Sudan,1995,0
Sudan,1996,0
Sudan,1997,0
Sudan,1998,0
Sudan,1999,0
Sudan,2000,0
Sudan,2001,0
Sudan,2002,0
Sudan,2003,0
Sudan,2004,0
Sudan,2005,0
Sudan,2006,0
Sudan,2007,0
Sudan,2008,0
Tajikistan,1970,0
Tajikistan,1971,0
Tajikistan,1972,0
Tajikistan,1973,0
Tajikistan,1974,0
Tajikistan,1975,0
Tajikistan,1976,0
Tajikistan,1977,0
Tajikistan,1978,0
Tajikistan,1979,0
Tajikistan,1980,0
Tajikistan,1981,0
Tajikistan,1982,0
Tajikistan,1983,0
Tajikistan,1984,0
Tajikistan,1985,0
Tajikistan,1986,0
Tajikistan,1987,0
Tajikistan,1988,0
Tajikistan,1989,0
Tajikistan,1990,0
Tajikistan,1991,0
Tajikistan,1992,0
Tajikistan,1993,0
Tajikistan,1994,0
Tajikistan,1995,0
Tajikistan,1996,0
Tajikistan,1997,0
Tajikistan,1998,0
Tajikistan,1999,0
Tajikistan,2000,6000
Tajikistan,2001,0
Tajikistan,2002,1550
Tajikistan,2003,0
Tajikistan,2004,180
Tajikistan,2005,0
Tajikistan,2006,15400
Tajikistan,2007,7010
Tajikistan,2008,0
Tanzania,1970,0
Tanzania,1971,0
Tanzania,1972,0
Tanzania,1973,0
Tanzania,1974,0
Tanzania,1975,0
Tanzania,1976,0
Tanzania,1977,0
Tanzania,1978,0
Tanzania,1979,0
Tanzania,1980,0
Tanzania,1981,0
Tanzania,1982,0
Tanzania,1983,0
Tanzania,1984,0
Tanzania,1985,0
Tanzania,1986,0
Tanzania,1987,0
Tanzania,1988,0
Tanzania,1989,0
Tanzania,1990,0
Tanzania,1991,0
Tanzania,1992,0
Tanzania,1993,0
Tanzania,1994,0
Tanzania,1995,0
Tanzania,1996,0
Tanzania,1997,0
Tanzania,1998,0
Tanzania,1999,0
Tanzania,2000,792
Tanzania,2001,700
Tanzania,2002,2000
Tanzania,2003,0
Tanzania,2004,0
Tanzania,2005,5000
Tanzania,2006,0
Tanzania,2007,0
Tanzania,2008,0
Thailand,1970,0
Thailand,1971,0
Thailand,1972,0
Thailand,1973,0
Thailand,1974,0
Thailand,1975,0
Thailand,1976,0
Thailand,1977,0
Thailand,1978,0
Thailand,1979,0
Thailand,1980,0
Thailand,1981,0
Thailand,1982,0
Thailand,1983,0
Thailand,1984,0
Thailand,1985,0
Thailand,1986,0
Thailand,1987,0
Thailand,1988,0
Thailand,1989,0
Thailand,1990,0
Thailand,1991,0
Thailand,1992,0
Thailand,1993,0
Thailand,1994,0
Thailand,1995,0
Thailand,1996,0
Thailand,1997,0
Thailand,1998,0
Thailand,1999,0
Thailand,2000,0
Thailand,2001,0
Thailand,2002,0
Thailand,2003,0
Thailand,2004,0
Thailand,2005,0
Thailand,2006,0
Thailand,2007,0
Thailand,2008,0
Tonga,1970,0
Tonga,1971,0
Tonga,1972,0
Tonga,1973,0
Tonga,1974,0
Tonga,1975,0
Tonga,1976,0
Tonga,1977,5510
Tonga,1978,0
Tonga,1979,0
Tonga,1980,0
Tonga,1981,0
Tonga,1982,0
Tonga,1983,0
Tonga,1984,0
Tonga,1985,0
Tonga,1986,0
Tonga,1987,0
Tonga,1988,0
Tonga,1989,0
Tonga,1990,0
Tonga,1991,0
Tonga,1992,0
Tonga,1993,0
Tonga,1994,0
Tonga,1995,0
Tonga,1996,0
Tonga,1997,0
Tonga,1998,0
Tonga,1999,0
Tonga,2000,0
Tonga,2001,0
Tonga,2002,0
Tonga,2003,0
Tonga,2004,0
Tonga,2005,0
Tonga,2006,0
Tonga,2007,0
Tonga,2008,0
Trinidad and Tobago,1970,0
Trinidad and Tobago,1971,0
Trinidad and Tobago,1972,0
Trinidad and Tobago,1973,0
Trinidad and Tobago,1974,0
Trinidad and Tobago,1975,0
Trinidad and Tobago,1976,0
Trinidad and Tobago,1977,0
Trinidad and Tobago,1978,0
Trinidad and Tobago,1979,0
Trinidad and Tobago,1980,0
Trinidad and Tobago,1981,0
Trinidad and Tobago,1982,0
Trinidad and Tobago,1983,0
Trinidad and Tobago,1984,0
Trinidad and Tobago,1985,0
Trinidad and Tobago,1986,0
Trinidad and Tobago,1987,0
Trinidad and Tobago,1988,0
Trinidad and Tobago,1989,0
Trinidad and Tobago,1990,0
Trinidad and Tobago,1991,0
Trinidad and Tobago,1992,0
Trinidad and Tobago,1993,0
Trinidad and Tobago,1994,0
Trinidad and Tobago,1995,0
Trinidad and Tobago,1996,0
Trinidad and Tobago,1997,17
Trinidad and Tobago,1998,0
Trinidad and Tobago,1999,0
Trinidad and Tobago,2000,0
Trinidad and Tobago,2001,0
Trinidad and Tobago,2002,0
Trinidad and Tobago,2003,0
Trinidad and Tobago,2004,0
Trinidad and Tobago,2005,0
Trinidad and Tobago,2006,0
Trinidad and Tobago,2007,0
Trinidad and Tobago,2008,0
Turkey,1970,84500
Turkey,1971,89600
Turkey,1972,0
Turkey,1973,0
Turkey,1974,0
Turkey,1975,55800
Turkey,1976,220000
Turkey,1977,30
Turkey,1978,0
Turkey,1979,0
Turkey,1980,0
Turkey,1981,0
Turkey,1982,0
Turkey,1983,836000
Turkey,1984,750000
Turkey,1985,744
Turkey,1986,21100
Turkey,1987,0
Turkey,1988,0
Turkey,1989,0
Turkey,1990,0
Turkey,1991,0
Turkey,1992,350000
Turkey,1993,0
Turkey,1994,0
Turkey,1995,160000
Turkey,1996,26000
Turkey,1997,0
Turkey,1998,1590000
Turkey,1999,1600000
Turkey,2000,24100
Turkey,2001,611
Turkey,2002,252000
Turkey,2003,291000
Turkey,2004,36900
Turkey,2005,3050
Turkey,2006,0
Turkey,2007,0
Turkey,2008,0
Turkmenistan,1970,0
Turkmenistan,1971,0
Turkmenistan,1972,0
Turkmenistan,1973,0
Turkmenistan,1974,0
Turkmenistan,1975,0
Turkmenistan,1976,0
Turkmenistan,1977,0
Turkmenistan,1978,0
Turkmenistan,1979,0
Turkmenistan,1980,0
Turkmenistan,1981,0
Turkmenistan,1982,0
Turkmenistan,1983,0
Turkmenistan,1984,0
Turkmenistan,1985,0
Turkmenistan,1986,0
Turkmenistan,1987,0
Turkmenistan,1988,0
Turkmenistan,1989,0
Turkmenistan,1990,0
Turkmenistan,1991,0
Turkmenistan,1992,0
Turkmenistan,1993,0
Turkmenistan,1994,0
Turkmenistan,1995,0
Turkmenistan,1996,0
Turkmenistan,1997,0
Turkmenistan,1998,0
Turkmenistan,1999,0
Turkmenistan,2000,11
Turkmenistan,2001,0
Turkmenistan,2002,0
Turkmenistan,2003,0
Turkmenistan,2004,0
Turkmenistan,2005,0
Turkmenistan,2006,0
Turkmenistan,2007,0
Turkmenistan,2008,0
Uganda,1970,0
Uganda,1971,0
Uganda,1972,0
Uganda,1973,0
Uganda,1974,0
Uganda,1975,0
Uganda,1976,0
Uganda,1977,0
Uganda,1978,0
Uganda,1979,0
Uganda,1980,0
Uganda,1981,0
Uganda,1982,0
Uganda,1983,0
Uganda,1984,0
Uganda,1985,0
Uganda,1986,0
Uganda,1987,0
Uganda,1988,2000
Uganda,1989,0
Uganda,1990,0
Uganda,1991,0
Uganda,1992,0
Uganda,1993,0
Uganda,1994,50000
Uganda,1995,0
Uganda,1996,0
Uganda,1997,0
Uganda,1998,0
Uganda,1999,0
Uganda,2000,0
Uganda,2001,0
Uganda,2002,0
Uganda,2003,0
Uganda,2004,0
Uganda,2005,0
Uganda,2006,0
Uganda,2007,0
Uganda,2008,0
United Kingdom,1970,0
United Kingdom,1971,0
United Kingdom,1972,0
United Kingdom,1973,0
United Kingdom,1974,0
United Kingdom,1975,0
United Kingdom,1976,0
United Kingdom,1977,0
United Kingdom,1978,0
United Kingdom,1979,0
United Kingdom,1980,0
United Kingdom,1981,0
United Kingdom,1982,0
United Kingdom,1983,0
United Kingdom,1984,0
United Kingdom,1985,0
United Kingdom,1986,0
United Kingdom,1987,0
United Kingdom,1988,0
United Kingdom,1989,0
United Kingdom,1990,0
United Kingdom,1991,0
United Kingdom,1992,0
United Kingdom,1993,0
United Kingdom,1994,0
United Kingdom,1995,0
United Kingdom,1996,0
United Kingdom,1997,0
United Kingdom,1998,0
United Kingdom,1999,0
United Kingdom,2000,0
United Kingdom,2001,0
United Kingdom,2002,0
United Kingdom,2003,0
United Kingdom,2004,0
United Kingdom,2005,0
United Kingdom,2006,0
United Kingdom,2007,0
United Kingdom,2008,0
United States,1970,0
United States,1971,1070
United States,1972,0
United States,1973,0
United States,1974,0
United States,1975,0
United States,1976,0
United States,1977,0
United States,1978,0
United States,1979,0
United States,1980,2
United States,1981,0
United States,1982,0
United States,1983,1560
United States,1984,0
United States,1985,0
United States,1986,179
United States,1987,2300
United States,1988,0
United States,1989,4140
United States,1990,150
United States,1991,102
United States,1992,395
United States,1993,3000
United States,1994,27300
United States,1995,0
United States,1996,0
United States,1997,0
United States,1998,0
United States,1999,0
United States,2000,25200
United States,2001,401
United States,2002,0
United States,2003,162
United States,2004,0
United States,2005,0
United States,2006,3530
United States,2007,0
United States,2008,2100
Uzbekistan,1970,0
Uzbekistan,1971,0
Uzbekistan,1972,0
Uzbekistan,1973,0
Uzbekistan,1974,0
Uzbekistan,1975,0
Uzbekistan,1976,0
Uzbekistan,1977,0
Uzbekistan,1978,0
Uzbekistan,1979,0
Uzbekistan,1980,0
Uzbekistan,1981,0
Uzbekistan,1982,0
Uzbekistan,1983,0
Uzbekistan,1984,0
Uzbekistan,1985,0
Uzbekistan,1986,0
Uzbekistan,1987,0
Uzbekistan,1988,0
Uzbekistan,1989,0
Uzbekistan,1990,0
Uzbekistan,1991,0
Uzbekistan,1992,50000
Uzbekistan,1993,0
Uzbekistan,1994,0
Uzbekistan,1995,0
Uzbekistan,1996,0
Uzbekistan,1997,0
Uzbekistan,1998,0
Uzbekistan,1999,0
Uzbekistan,2000,0
Uzbekistan,2001,0
Uzbekistan,2002,0
Uzbekistan,2003,0
Uzbekistan,2004,0
Uzbekistan,2005,0
Uzbekistan,2006,0
Uzbekistan,2007,0
Uzbekistan,2008,0
Vanuatu,1970,0
Vanuatu,1971,0
Vanuatu,1972,0
Vanuatu,1973,0
Vanuatu,1974,0
Vanuatu,1975,0
Vanuatu,1976,0
Vanuatu,1977,0
Vanuatu,1978,0
Vanuatu,1979,0
Vanuatu,1980,0
Vanuatu,1981,0
Vanuatu,1982,0
Vanuatu,1983,0
Vanuatu,1984,0
Vanuatu,1985,0
Vanuatu,1986,0
Vanuatu,1987,0
Vanuatu,1988,0
Vanuatu,1989,0
Vanuatu,1990,2
Vanuatu,1991,0
Vanuatu,1992,0
Vanuatu,1993,0
Vanuatu,1994,0
Vanuatu,1995,0
Vanuatu,1996,0
Vanuatu,1997,0
Vanuatu,1998,0
Vanuatu,1999,14100
Vanuatu,2000,0
Vanuatu,2001,0
Vanuatu,2002,1000
Vanuatu,2003,0
Vanuatu,2004,0
Vanuatu,2005,0
Vanuatu,2006,0
Vanuatu,2007,0
Vanuatu,2008,0
Venezuela,1970,0
Venezuela,1971,0
Venezuela,1972,0
Venezuela,1973,0
Venezuela,1974,0
Venezuela,1975,0
Venezuela,1976,0
Venezuela,1977,0
Venezuela,1978,0
Venezuela,1979,0
Venezuela,1980,186
Venezuela,1981,15
Venezuela,1982,0
Venezuela,1983,0
Venezuela,1984,0
Venezuela,1985,0
Venezuela,1986,1000
Venezuela,1987,0
Venezuela,1988,0
Venezuela,1989,2000
Venezuela,1990,0
Venezuela,1991,0
Venezuela,1992,0
Venezuela,1993,0
Venezuela,1994,0
Venezuela,1995,0
Venezuela,1996,0
Venezuela,1997,4260
Venezuela,1998,0
Venezuela,1999,0
Venezuela,2000,0
Venezuela,2001,0
Venezuela,2002,0
Venezuela,2003,0
Venezuela,2004,0
Venezuela,2005,0
Venezuela,2006,0
Venezuela,2007,0
Venezuela,2008,0
Yemen,1970,0
Yemen,1971,0
Yemen,1972,0
Yemen,1973,0
Yemen,1974,0
Yemen,1975,0
Yemen,1976,0
Yemen,1977,0
Yemen,1978,0
Yemen,1979,0
Yemen,1980,0
Yemen,1981,0
Yemen,1982,0
Yemen,1983,0
Yemen,1984,0
Yemen,1985,0
Yemen,1986,0
Yemen,1987,0
Yemen,1988,0
Yemen,1989,0
Yemen,1990,0
Yemen,1991,40100
Yemen,1992,0
Yemen,1993,0
Yemen,1994,0
Yemen,1995,0
Yemen,1996,0
Yemen,1997,0
Yemen,1998,0
Yemen,1999,0
Yemen,2000,0
Yemen,2001,0
Yemen,2002,0
Yemen,2003,0
Yemen,2004,0
Yemen,2005,0
Yemen,2006,0
Yemen,2007,0
Yemen,2008,0
